source_species	input_gene	normalized_gene	human_ensembl	human_symbol	status	reason	updated_at
mouse	Scn10a	Scn10a	ENSG00000185313	SCN10A	mapped		2026-05-26T15:19:35+00:00
mouse	Scn11a	Scn11a	ENSG00000168356	SCN11A	mapped		2026-05-26T15:19:38+00:00
mouse	Scn1a	Scn1a	ENSG00000144285	SCN1A	mapped		2026-05-26T15:19:43+00:00
mouse	Scn7a	Scn7a	ENSG00000136546	SCN7A	mapped		2026-05-26T15:19:45+00:00
mouse	Scrg1	Scrg1	ENSG00000164106	SCRG1	mapped		2026-05-26T15:19:48+00:00
mouse	Scrib	Scrib	ENSG00000180900	SCRIB	mapped		2026-05-26T15:19:51+00:00
mouse	Sdc3	Sdc3	ENSG00000162512	SDC3	mapped		2026-05-26T15:19:54+00:00
mouse	Sdcbp	Sdcbp	ENSG00000137575	SDCBP	mapped		2026-05-26T15:19:57+00:00
mouse	Sdha	Sdha	ENSG00000073578	SDHA	mapped		2026-05-26T15:20:00+00:00
mouse	Sdk1	Sdk1	ENSG00000146555	SDK1	mapped		2026-05-26T15:20:03+00:00
mouse	Sec14l3	Sec14l3	ENSG00000100012	SEC14L3	mapped		2026-05-26T15:20:07+00:00
mouse	Sele	Sele	ENSG00000007908	SELE	mapped		2026-05-26T15:20:10+00:00
mouse	Selp	Selp	ENSG00000174175	SELP	mapped		2026-05-26T15:20:13+00:00
mouse	Selplg	Selplg	ENSG00000110876	SELPLG	mapped		2026-05-26T15:20:16+00:00
mouse	Sema3a	Sema3a	ENSG00000075213	SEMA3A	mapped		2026-05-26T15:20:19+00:00
mouse	Sema3c	Sema3c	ENSG00000075223	SEMA3C	mapped		2026-05-26T15:20:22+00:00
mouse	Sema3g	Sema3g	ENSG00000010319	SEMA3G	mapped		2026-05-26T15:20:25+00:00
mouse	Sema4b	Sema4b	ENSG00000185033	SEMA4B	mapped		2026-05-26T15:20:29+00:00
mouse	Sema4d	Sema4d	ENSG00000187764	SEMA4D	mapped		2026-05-26T15:20:32+00:00
mouse	Sema5a	Sema5a	ENSG00000112902	SEMA5A	mapped		2026-05-26T15:20:36+00:00
mouse	Sema5b	Sema5b	ENSG00000082684	SEMA5B	mapped		2026-05-26T15:20:39+00:00
mouse	Sema7a	Sema7a	ENSG00000138623	SEMA7A	mapped		2026-05-26T15:20:42+00:00
mouse	Senp7	Senp7	ENSG00000138468	SENP7	mapped		2026-05-26T15:20:45+00:00
mouse	Serinc5	Serinc5	ENSG00000164300	SERINC5	mapped		2026-05-26T15:20:48+00:00
mouse	Serpina3g	Serpina3g			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:20:52+00:00
mouse	Serpina3n	Serpina3n			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:20:54+00:00
mouse	Serpinb2	Serpinb2	ENSG00000197632	SERPINB2	mapped		2026-05-26T15:20:57+00:00
mouse	Serpine2	Serpine2	ENSG00000135919	SERPINE2	mapped		2026-05-26T15:21:01+00:00
mouse	Serpinf2	Serpinf2	ENSG00000167711	SERPINF2	mapped		2026-05-26T15:21:04+00:00
mouse	Serping1	Serping1	ENSG00000149131	SERPING1	mapped		2026-05-26T15:21:07+00:00
mouse	Sertad1	Sertad1	ENSG00000197019	SERTAD1	mapped		2026-05-26T15:21:10+00:00
mouse	Set	Set	ENSG00000230667	SETSIP	mapped		2026-05-26T15:21:14+00:00
mouse	Sez6	Sez6	ENSG00000063015	SEZ6	mapped		2026-05-26T15:21:17+00:00
mouse	Sfpq	Sfpq	ENSG00000116560	SFPQ	mapped		2026-05-26T15:21:20+00:00
mouse	Sfrp1	Sfrp1	ENSG00000104332	SFRP1	mapped		2026-05-26T15:21:24+00:00
mouse	Sfrp2	Sfrp2	ENSG00000145423	SFRP2	mapped		2026-05-26T15:21:27+00:00
mouse	Sftpb	Sftpb	ENSG00000168878	SFTPB	mapped		2026-05-26T15:21:31+00:00
mouse	Sgcd	Sgcd	ENSG00000170624	SGCD	mapped		2026-05-26T15:21:34+00:00
mouse	Sgip1	Sgip1	ENSG00000118473	SGIP1	mapped		2026-05-26T15:21:37+00:00
mouse	Sgms1	Sgms1	ENSG00000198964	SGMS1	mapped		2026-05-26T15:21:41+00:00
mouse	Sgpp2	Sgpp2	ENSG00000163082	SGPP2	mapped		2026-05-26T15:21:44+00:00
mouse	Sh3bgrl3	Sh3bgrl3	ENSG00000142669	SH3BGRL3	mapped		2026-05-26T15:21:48+00:00
mouse	Sh3gl1	Sh3gl1	ENSG00000141985	SH3GL1	mapped		2026-05-26T15:21:51+00:00
mouse	Sh3gl3	Sh3gl3	ENSG00000140600	SH3GL3	mapped		2026-05-26T15:21:54+00:00
mouse	Shank1	Shank1	ENSG00000161681	SHANK1	mapped		2026-05-26T15:21:57+00:00
mouse	Shank3	Shank3	ENSG00000251322	SHANK3	mapped		2026-05-26T15:22:00+00:00
mouse	Shisa9	Shisa9	ENSG00000237515	SHISA9	mapped		2026-05-26T15:22:03+00:00
mouse	Siglec1	Siglec1	ENSG00000088827	SIGLEC1	mapped		2026-05-26T15:22:06+00:00
mouse	Siglech	Siglech			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:22:09+00:00
mouse	Sik1	Sik1	ENSG00000142178	SIK1	mapped		2026-05-26T15:22:13+00:00
mouse	Sim1	Sim1	ENSG00000112246	SIM1	mapped		2026-05-26T15:22:16+00:00
mouse	Sirt2	Sirt2	ENSG00000068903	SIRT2	mapped		2026-05-26T15:22:19+00:00
mouse	Six6	Six6	ENSG00000184302	SIX6	mapped		2026-05-26T15:22:23+00:00
mouse	Ski	Ski	ENSG00000157933	SKI	mapped		2026-05-26T15:22:26+00:00
mouse	Skor1	Skor1	ENSG00000188779	SKOR1	mapped		2026-05-26T15:22:29+00:00
mouse	Sla	Sla	ENSG00000155926	SLA	mapped		2026-05-26T15:22:33+00:00
mouse	Slc10a4	Slc10a4			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:22:36+00:00
mouse	Slc13a3	Slc13a3	ENSG00000158296	SLC13A3	mapped		2026-05-26T15:22:40+00:00
mouse	Slc16a1	Slc16a1	ENSG00000155380	SLC16A1	mapped		2026-05-26T15:22:44+00:00
mouse	Slc16a3	Slc16a3	ENSG00000141526	SLC16A3	mapped		2026-05-26T15:22:47+00:00
mouse	Slc17a6	Slc17a6	ENSG00000091664	SLC17A6	mapped		2026-05-26T15:22:50+00:00
mouse	Slc17a8	Slc17a8	ENSG00000179520	SLC17A8	mapped		2026-05-26T15:22:55+00:00
mouse	Slc18a1	Slc18a1	ENSG00000036565	SLC18A1	mapped		2026-05-26T15:22:59+00:00
mouse	Slc18a2	Slc18a2	ENSG00000165646	SLC18A2	mapped		2026-05-26T15:23:02+00:00
mouse	Slc1a2	Slc1a2	ENSG00000110436	SLC1A2	mapped		2026-05-26T15:23:06+00:00
mouse	Slc1a3	Slc1a3	ENSG00000079215	SLC1A3	mapped		2026-05-26T15:23:09+00:00
mouse	Slc1a6	Slc1a6	ENSG00000105143	SLC1A6	mapped		2026-05-26T15:23:13+00:00
mouse	Slc22a4	Slc22a4	ENSG00000197208	SLC22A4	mapped		2026-05-26T15:23:17+00:00
mouse	Slc24a4	Slc24a4	ENSG00000140090	SLC24A4	mapped		2026-05-26T15:23:20+00:00
mouse	Slc25a29	Slc25a29	ENSG00000197119	SLC25A29	mapped		2026-05-26T15:23:23+00:00
mouse	Slc26a3	Slc26a3	ENSG00000091138	SLC26A3	mapped		2026-05-26T15:23:27+00:00
mouse	Slc29a1	Slc29a1	ENSG00000112759	SLC29A1	mapped		2026-05-26T15:23:30+00:00
mouse	Slc2a3	Slc2a3			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:23:34+00:00
mouse	Slc2a4	Slc2a4	ENSG00000181856	SLC2A4	mapped		2026-05-26T15:23:37+00:00
mouse	Slc2a5	Slc2a5	ENSG00000142583	SLC2A5	mapped		2026-05-26T15:23:40+00:00
mouse	Slc30a1	Slc30a1	ENSG00000170385	SLC30A1	mapped		2026-05-26T15:23:44+00:00
mouse	Slc30a3	Slc30a3	ENSG00000115194	SLC30A3	mapped		2026-05-26T15:23:47+00:00
mouse	Slc32a1	Slc32a1	ENSG00000101438	SLC32A1	mapped		2026-05-26T15:23:50+00:00
mouse	Slc35d3	Slc35d3	ENSG00000182747	SLC35D3	mapped		2026-05-26T15:23:53+00:00
mouse	Slc36a2	Slc36a2	ENSG00000186335	SLC36A2	mapped		2026-05-26T15:23:57+00:00
mouse	Slc39a12	Slc39a12	ENSG00000148482	SLC39A12	mapped		2026-05-26T15:24:00+00:00
mouse	Slc3a2	Slc3a2	ENSG00000168003	SLC3A2	mapped		2026-05-26T15:24:03+00:00
mouse	Slc40a1	Slc40a1	ENSG00000138449	SLC40A1	mapped		2026-05-26T15:24:07+00:00
mouse	Slc47a1	Slc47a1	ENSG00000142494	SLC47A1	mapped		2026-05-26T15:24:10+00:00
mouse	Slc4a4	Slc4a4	ENSG00000080493	SLC4A4	mapped		2026-05-26T15:24:13+00:00
mouse	Slc5a3	Slc5a3	ENSG00000198743	SLC5A3	mapped		2026-05-26T15:24:16+00:00
mouse	Slc5a7	Slc5a7	ENSG00000115665	SLC5A7	mapped		2026-05-26T15:24:19+00:00
mouse	Slc6a1	Slc6a1	ENSG00000157103	SLC6A1	mapped		2026-05-26T15:24:22+00:00
mouse	Slc6a11	Slc6a11	ENSG00000132164	SLC6A11	mapped		2026-05-26T15:24:26+00:00
mouse	Slc6a2	Slc6a2	ENSG00000103546	SLC6A2	mapped		2026-05-26T15:24:29+00:00
mouse	Slc6a4	Slc6a4	ENSG00000108576	SLC6A4	mapped		2026-05-26T15:24:32+00:00
mouse	Slc6a5	Slc6a5	ENSG00000165970	SLC6A5	mapped		2026-05-26T15:24:36+00:00
mouse	Slc6a6	Slc6a6	ENSG00000131389	SLC6A6	mapped		2026-05-26T15:24:39+00:00
mouse	Slc6a8	Slc6a8			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:24:42+00:00
mouse	Slc6a9	Slc6a9	ENSG00000196517	SLC6A9	mapped		2026-05-26T15:24:45+00:00
mouse	Slc7a1	Slc7a1	ENSG00000139514	SLC7A1	mapped		2026-05-26T15:24:48+00:00
mouse	Slc8a1	Slc8a1	ENSG00000183023	SLC8A1	mapped		2026-05-26T15:24:52+00:00
mouse	Slc9a3r2	Slc9a3r2			unmapped	ensembl_request_failed:HTTPError	2026-05-26T15:24:53+00:00
mouse	Slco1a4	Slco1a4			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:24:56+00:00
mouse	Slco3a1	Slco3a1	ENSG00000176463	SLCO3A1	mapped		2026-05-26T15:24:59+00:00
mouse	Slit2	Slit2	ENSG00000145147	SLIT2	mapped		2026-05-26T15:25:02+00:00
mouse	Slitrk2	Slitrk2	ENSG00000185985	SLITRK2	mapped		2026-05-26T15:25:05+00:00
mouse	Slitrk4	Slitrk4	ENSG00000179542	SLITRK4	mapped		2026-05-26T15:25:09+00:00
mouse	Smad1	Smad1	ENSG00000170365	SMAD1	mapped		2026-05-26T15:25:12+00:00
mouse	Smad7	Smad7	ENSG00000101665	SMAD7	mapped		2026-05-26T15:25:16+00:00
mouse	Smim22	Smim22	ENSG00000267795	SMIM22	mapped		2026-05-26T15:25:18+00:00
mouse	Smurf2	Smurf2	ENSG00000108854	SMURF2	mapped		2026-05-26T15:25:23+00:00
mouse	Snap23	Snap23	ENSG00000092531	SNAP23	mapped		2026-05-26T15:25:26+00:00
mouse	Snap25	Snap25	ENSG00000132639	SNAP25	mapped		2026-05-26T15:25:29+00:00
mouse	Snapin	Snapin	ENSG00000143553	SNAPIN	mapped		2026-05-26T15:25:32+00:00
mouse	Snhg1	Snhg1			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:25:35+00:00
mouse	Sntb1	Sntb1	ENSG00000172164	SNTB1	mapped		2026-05-26T15:25:38+00:00
mouse	Snx1	Snx1	ENSG00000028528	SNX1	mapped		2026-05-26T15:25:41+00:00
mouse	Sod3	Sod3	ENSG00000109610	SOD3	mapped		2026-05-26T15:25:44+00:00
mouse	Sorbs1	Sorbs1	ENSG00000095637	SORBS1	mapped		2026-05-26T15:25:48+00:00
mouse	Sorcs1	Sorcs1	ENSG00000108018	SORCS1	mapped		2026-05-26T15:25:51+00:00
mouse	Sost	Sost	ENSG00000167941	SOST	mapped		2026-05-26T15:25:54+00:00
mouse	Sostdc1	Sostdc1	ENSG00000171243	SOSTDC1	mapped		2026-05-26T15:25:57+00:00
mouse	Sowahb	Sowahb	ENSG00000186212	SOWAHB	mapped		2026-05-26T15:26:00+00:00
mouse	Sox10	Sox10	ENSG00000100146	SOX10	mapped		2026-05-26T15:26:03+00:00
mouse	Sox2	Sox2	ENSG00000181449	SOX2	mapped		2026-05-26T15:26:06+00:00
mouse	Sox4	Sox4	ENSG00000124766	SOX4	mapped		2026-05-26T15:26:10+00:00
mouse	Sox5	Sox5	ENSG00000134532	SOX5	mapped		2026-05-26T15:26:13+00:00
mouse	Sox8	Sox8	ENSG00000005513	SOX8	mapped		2026-05-26T15:26:17+00:00
mouse	Sox9	Sox9	ENSG00000125398	SOX9	mapped		2026-05-26T15:26:20+00:00
mouse	Sp4	Sp4	ENSG00000105866	SP4	mapped		2026-05-26T15:26:24+00:00
mouse	Sparc	Sparc	ENSG00000113140	SPARC	mapped		2026-05-26T15:26:27+00:00
mouse	Sparcl1	Sparcl1	ENSG00000152583	SPARCL1	mapped		2026-05-26T15:26:30+00:00
mouse	Spata13	Spata13	ENSG00000182957	SPATA13	mapped		2026-05-26T15:26:33+00:00
mouse	Spdef	Spdef	ENSG00000124664	SPDEF	mapped		2026-05-26T15:26:36+00:00
mouse	Spef2	Spef2	ENSG00000152582	SPEF2	mapped		2026-05-26T15:26:40+00:00
mouse	Spink8	Spink8	ENSG00000229453	SPINK8	mapped		2026-05-26T15:26:43+00:00
mouse	Spp2	Spp2	ENSG00000072080	SPP2	mapped		2026-05-26T15:26:46+00:00
mouse	Sppl2a	Sppl2a	ENSG00000138600	SPPL2A	mapped		2026-05-26T15:26:49+00:00
mouse	Spred3	Spred3	ENSG00000188766	SPRED3	mapped		2026-05-26T15:26:52+00:00
mouse	Spry4	Spry4	ENSG00000187678	SPRY4	mapped		2026-05-26T15:26:56+00:00
mouse	Sptbn1	Sptbn1	ENSG00000115306	SPTBN1	mapped		2026-05-26T15:26:59+00:00
mouse	Spty2d1	Spty2d1	ENSG00000179119	SPTY2D1	mapped		2026-05-26T15:27:02+00:00
mouse	Srf	Srf	ENSG00000112658	SRF	mapped		2026-05-26T15:27:06+00:00
mouse	Srgn	Srgn	ENSG00000122862	SRGN	mapped		2026-05-26T15:27:09+00:00
mouse	Sspo	Sspo			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:27:12+00:00
mouse	Sst	Sst	ENSG00000157005	SST	mapped		2026-05-26T15:27:15+00:00
mouse	Sstr2	Sstr2	ENSG00000180616	SSTR2	mapped		2026-05-26T15:27:18+00:00
mouse	St18	St18	ENSG00000147488	ST18	mapped		2026-05-26T15:27:21+00:00
mouse	St6gal1	St6gal1	ENSG00000073849	ST6GAL1	mapped		2026-05-26T15:27:25+00:00
mouse	St6galnac3	St6galnac3	ENSG00000184005	ST6GALNAC3	mapped		2026-05-26T15:27:28+00:00
mouse	St8sia2	St8sia2	ENSG00000140557	ST8SIA2	mapped		2026-05-26T15:27:32+00:00
mouse	St8sia4	St8sia4	ENSG00000113532	ST8SIA4	mapped		2026-05-26T15:27:34+00:00
mouse	St8sia6	St8sia6	ENSG00000148488	ST8SIA6	mapped		2026-05-26T15:27:37+00:00
mouse	Stab1	Stab1	ENSG00000010327	STAB1	mapped		2026-05-26T15:27:40+00:00
mouse	Stac	Stac	ENSG00000144681	STAC	mapped		2026-05-26T15:27:44+00:00
mouse	Stag1	Stag1	ENSG00000118007	STAG1	mapped		2026-05-26T15:27:47+00:00
mouse	Stard13	Stard13	ENSG00000133121	STARD13	mapped		2026-05-26T15:27:50+00:00
mouse	Stard4	Stard4	ENSG00000164211	STARD4	mapped		2026-05-26T15:27:53+00:00
mouse	Stard8	Stard8	ENSG00000130052	STARD8	mapped		2026-05-26T15:27:56+00:00
mouse	Stat1	Stat1	ENSG00000115415	STAT1	mapped		2026-05-26T15:27:59+00:00
mouse	Stat3	Stat3	ENSG00000168610	STAT3	mapped		2026-05-26T15:28:02+00:00
mouse	Stau1	Stau1	ENSG00000124214	STAU1	mapped		2026-05-26T15:28:05+00:00
mouse	Stau2	Stau2	ENSG00000040341	STAU2	mapped		2026-05-26T15:28:08+00:00
mouse	Stc1	Stc1	ENSG00000159167	STC1	mapped		2026-05-26T15:28:11+00:00
mouse	Stc2	Stc2	ENSG00000113739	STC2	mapped		2026-05-26T15:28:15+00:00
mouse	Steap2	Steap2	ENSG00000157214	STEAP2	mapped		2026-05-26T15:28:18+00:00
mouse	Stk17b	Stk17b	ENSG00000081320	STK17B	mapped		2026-05-26T15:28:21+00:00
mouse	Stk32b	Stk32b	ENSG00000152953	STK32B	mapped		2026-05-26T15:28:24+00:00
mouse	Stmn1	Stmn1	ENSG00000117632	STMN1	mapped		2026-05-26T15:28:27+00:00
mouse	Stmn4	Stmn4	ENSG00000015592	STMN4	mapped		2026-05-26T15:28:30+00:00
mouse	Stoml3	Stoml3	ENSG00000133115	STOML3	mapped		2026-05-26T15:28:33+00:00
mouse	Ston2	Ston2	ENSG00000140022	STON2	mapped		2026-05-26T15:28:36+00:00
mouse	Stpg1	Stpg1	ENSG00000001460	STPG1	mapped		2026-05-26T15:28:39+00:00
mouse	Stx12	Stx12	ENSG00000117758	STX12	mapped		2026-05-26T15:28:43+00:00
mouse	Stx1b	Stx1b	ENSG00000099365	STX1B	mapped		2026-05-26T15:28:46+00:00
mouse	Stx6	Stx6	ENSG00000135823	STX6	mapped		2026-05-26T15:28:49+00:00
mouse	Stx7	Stx7	ENSG00000079950	STX7	mapped		2026-05-26T15:28:52+00:00
mouse	Stxbp3	Stxbp3	ENSG00000116266	STXBP3	mapped		2026-05-26T15:28:55+00:00
mouse	Stxbp4	Stxbp4	ENSG00000166263	STXBP4	mapped		2026-05-26T15:28:58+00:00
mouse	Stxbp6	Stxbp6	ENSG00000168952	STXBP6	mapped		2026-05-26T15:29:01+00:00
mouse	Sulf1	Sulf1	ENSG00000137573	SULF1	mapped		2026-05-26T15:29:04+00:00
mouse	Sulf2	Sulf2	ENSG00000196562	SULF2	mapped		2026-05-26T15:29:08+00:00
mouse	Sult2b1	Sult2b1	ENSG00000088002	SULT2B1	mapped		2026-05-26T15:29:11+00:00
mouse	Syde1	Syde1	ENSG00000105137	SYDE1	mapped		2026-05-26T15:29:14+00:00
mouse	Syn3	Syn3	ENSG00000185666	SYN3	mapped		2026-05-26T15:29:17+00:00
mouse	Syne1	Syne1	ENSG00000131018	SYNE1	mapped		2026-05-26T15:29:20+00:00
mouse	Synj2	Synj2	ENSG00000078269	SYNJ2	mapped		2026-05-26T15:29:23+00:00
mouse	Synpo2	Synpo2	ENSG00000172403	SYNPO2	mapped		2026-05-26T15:29:27+00:00
mouse	Synpr	Synpr	ENSG00000163630	SYNPR	mapped		2026-05-26T15:29:30+00:00
mouse	Syt15	Syt15			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:29:34+00:00
mouse	Syt2	Syt2	ENSG00000143858	SYT2	mapped		2026-05-26T15:29:37+00:00
mouse	Sytl3	Sytl3	ENSG00000164674	SYTL3	mapped		2026-05-26T15:29:40+00:00
mouse	Tac1	Tac1	ENSG00000006128	TAC1	mapped		2026-05-26T15:29:44+00:00
mouse	Tac2	Tac2	ENSG00000166863	TAC3	mapped		2026-05-26T15:29:46+00:00
mouse	Tacr1	Tacr1	ENSG00000115353	TACR1	mapped		2026-05-26T15:29:50+00:00
mouse	Tacr3	Tacr3	ENSG00000169836	TACR3	mapped		2026-05-26T15:29:52+00:00
mouse	Taf8	Taf8	ENSG00000137413	TAF8	mapped		2026-05-26T15:29:55+00:00
mouse	Tagln	Tagln	ENSG00000149591	TAGLN	mapped		2026-05-26T15:29:58+00:00
mouse	Tagln2	Tagln2	ENSG00000158710	TAGLN2	mapped		2026-05-26T15:30:01+00:00
mouse	Tal1	Tal1	ENSG00000162367	TAL1	mapped		2026-05-26T15:30:04+00:00
mouse	Tanc1	Tanc1	ENSG00000115183	TANC1	mapped		2026-05-26T15:30:08+00:00
mouse	Tanc2	Tanc2	ENSG00000170921	TANC2	mapped		2026-05-26T15:30:10+00:00
mouse	Taok2	Taok2	ENSG00000149930	TAOK2	mapped		2026-05-26T15:30:14+00:00
mouse	Tax1bp3	Tax1bp3	ENSG00000213977	TAX1BP3	mapped		2026-05-26T15:30:17+00:00
mouse	Tbc1d22a	Tbc1d22a	ENSG00000054611	TBC1D22A	mapped		2026-05-26T15:30:20+00:00
mouse	Tbr1	Tbr1	ENSG00000136535	TBR1	mapped		2026-05-26T15:30:23+00:00
mouse	Tbx18	Tbx18	ENSG00000112837	TBX18	mapped		2026-05-26T15:30:27+00:00
mouse	Tbx20	Tbx20	ENSG00000164532	TBX20	mapped		2026-05-26T15:30:30+00:00
mouse	Tbxa2r	Tbxa2r	ENSG00000006638	TBXA2R	mapped		2026-05-26T15:30:33+00:00
mouse	Tcap	Tcap	ENSG00000173991	TCAP	mapped		2026-05-26T15:30:36+00:00
mouse	Tcerg1l	Tcerg1l	ENSG00000176769	TCERG1L	mapped		2026-05-26T15:30:39+00:00
mouse	Tcf7l2	Tcf7l2	ENSG00000148737	TCF7L2	mapped		2026-05-26T15:30:44+00:00
mouse	Tec	Tec	ENSG00000135605	TEC	mapped		2026-05-26T15:30:47+00:00
mouse	Teddm3	Teddm3			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:30:50+00:00
mouse	Tek	Tek	ENSG00000120156	TEK	mapped		2026-05-26T15:30:53+00:00
mouse	Tekt5	Tekt5	ENSG00000153060	TEKT5	mapped		2026-05-26T15:30:55+00:00
mouse	Tenm3	Tenm3	ENSG00000218336	TENM3	mapped		2026-05-26T15:30:59+00:00
mouse	Terf2	Terf2	ENSG00000132604	TERF2	mapped		2026-05-26T15:31:02+00:00
mouse	Tfeb	Tfeb	ENSG00000112561	TFEB	mapped		2026-05-26T15:31:05+00:00
mouse	Tgfa	Tgfa	ENSG00000163235	TGFA	mapped		2026-05-26T15:31:09+00:00
mouse	Tgfb1	Tgfb1	ENSG00000105329	TGFB1	mapped		2026-05-26T15:31:12+00:00
mouse	Tgfb2	Tgfb2	ENSG00000092969	TGFB2	mapped		2026-05-26T15:31:15+00:00
mouse	Tgfbr1	Tgfbr1	ENSG00000106799	TGFBR1	mapped		2026-05-26T15:31:18+00:00
mouse	Tgfbr2	Tgfbr2	ENSG00000163513	TGFBR2	mapped		2026-05-26T15:31:22+00:00
mouse	Tgm1	Tgm1	ENSG00000092295	TGM1	mapped		2026-05-26T15:31:25+00:00
mouse	Thbs1	Thbs1	ENSG00000137801	THBS1	mapped		2026-05-26T15:31:28+00:00
mouse	Thbs2	Thbs2	ENSG00000186340	THBS2	mapped		2026-05-26T15:31:31+00:00
mouse	Thbs3	Thbs3	ENSG00000169231	THBS3	mapped		2026-05-26T15:31:34+00:00
mouse	Thbs4	Thbs4	ENSG00000113296	THBS4	mapped		2026-05-26T15:31:37+00:00
mouse	Thrsp	Thrsp	ENSG00000151365	THRSP	mapped		2026-05-26T15:31:40+00:00
mouse	Timp1	Timp1	ENSG00000102265	TIMP1	mapped		2026-05-26T15:31:44+00:00
mouse	Timp2	Timp2	ENSG00000035862	TIMP2	mapped		2026-05-26T15:31:47+00:00
mouse	Timp4	Timp4	ENSG00000157150	TIMP4	mapped		2026-05-26T15:31:50+00:00
mouse	Tll1	Tll1	ENSG00000038295	TLL1	mapped		2026-05-26T15:31:53+00:00
mouse	Tlr3	Tlr3	ENSG00000164342	TLR3	mapped		2026-05-26T15:31:56+00:00
mouse	Tlx3	Tlx3	ENSG00000164438	TLX3	mapped		2026-05-26T15:31:59+00:00
mouse	Tm4sf1	Tm4sf1	ENSG00000169908	TM4SF1	mapped		2026-05-26T15:32:02+00:00
mouse	Tm4sf4	Tm4sf4	ENSG00000169903	TM4SF4	mapped		2026-05-26T15:32:05+00:00
mouse	Tmem100	Tmem100	ENSG00000166292	TMEM100	mapped		2026-05-26T15:32:08+00:00
mouse	Tmem114	Tmem114	ENSG00000232258	TMEM114	mapped		2026-05-26T15:32:11+00:00
mouse	Tmem132c	Tmem132c	ENSG00000181234	TMEM132C	mapped		2026-05-26T15:32:14+00:00
mouse	Tmem141	Tmem141	ENSG00000244187	TMEM141	mapped		2026-05-26T15:32:17+00:00
mouse	Tmem163	Tmem163	ENSG00000152128	TMEM163	mapped		2026-05-26T15:32:20+00:00
mouse	Tmem165	Tmem165	ENSG00000134851	TMEM165	mapped		2026-05-26T15:32:23+00:00
mouse	Tmem176a	Tmem176a	ENSG00000002933	TMEM176A	mapped		2026-05-26T15:32:26+00:00
mouse	Tmem176b	Tmem176b	ENSG00000106565	TMEM176B	mapped		2026-05-26T15:32:29+00:00
mouse	Tmem212	Tmem212	ENSG00000186329	TMEM212	mapped		2026-05-26T15:32:32+00:00
mouse	Tmem215	Tmem215	ENSG00000188133	TMEM215	mapped		2026-05-26T15:32:35+00:00
mouse	Tmem233	Tmem233	ENSG00000224982	TMEM233	mapped		2026-05-26T15:32:39+00:00
mouse	Tmem241	Tmem241	ENSG00000134490	TMEM241	mapped		2026-05-26T15:32:42+00:00
mouse	Tmem255b	Tmem255b	ENSG00000184497	TMEM255B	mapped		2026-05-26T15:32:44+00:00
mouse	Tmem26	Tmem26	ENSG00000196932	TMEM26	mapped		2026-05-26T15:32:47+00:00
mouse	Tmem54	Tmem54	ENSG00000121900	TMEM54	mapped		2026-05-26T15:32:53+00:00
mouse	Tmem72	Tmem72	ENSG00000187783	TMEM72	mapped		2026-05-26T15:32:56+00:00
mouse	Tmem88b	Tmem88b	ENSG00000205116	TMEM88B	mapped		2026-05-26T15:32:59+00:00
mouse	Tmsb10	Tmsb10			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:33:02+00:00
mouse	Tnc	Tnc	ENSG00000041982	TNC	mapped		2026-05-26T15:33:05+00:00
mouse	Tnf	Tnf	ENSG00000232810	TNF	mapped		2026-05-26T15:33:08+00:00
mouse	Tnfaip3	Tnfaip3	ENSG00000118503	TNFAIP3	mapped		2026-05-26T15:33:12+00:00
mouse	Tnfaip6	Tnfaip6	ENSG00000123610	TNFAIP6	mapped		2026-05-26T15:33:15+00:00
mouse	Tnfrsf12a	Tnfrsf12a	ENSG00000006327	TNFRSF12A	mapped		2026-05-26T15:33:18+00:00
mouse	Tnfrsf13c	Tnfrsf13c	ENSG00000159958	TNFRSF13C	mapped		2026-05-26T15:33:21+00:00
mouse	Tnfrsf19	Tnfrsf19	ENSG00000127863	TNFRSF19	mapped		2026-05-26T15:33:24+00:00
mouse	Tnfrsf1a	Tnfrsf1a	ENSG00000067182	TNFRSF1A	mapped		2026-05-26T15:33:27+00:00
mouse	Tnn	Tnn	ENSG00000120332	TNN	mapped		2026-05-26T15:33:30+00:00
mouse	Tnni3	Tnni3	ENSG00000129991	TNNI3	mapped		2026-05-26T15:33:33+00:00
mouse	Tnni3k	Tnni3k	ENSG00000116783	TNNI3K	mapped		2026-05-26T15:33:36+00:00
mouse	Tnnt1	Tnnt1	ENSG00000105048	TNNT1	mapped		2026-05-26T15:33:39+00:00
mouse	Tnnt3	Tnnt3	ENSG00000130595	TNNT3	mapped		2026-05-26T15:33:42+00:00
mouse	Tnr	Tnr	ENSG00000116147	TNR	mapped		2026-05-26T15:33:45+00:00
mouse	Tns1	Tns1	ENSG00000079308	TNS1	mapped		2026-05-26T15:33:48+00:00
